"review_id","place_id","food_rating","service_rating","atmosphere_rating","meal_type","price_per_person","group_size","wait_time","reservation","service_type","recommended_dishes"
"Ci9DQUlRQUNvZENodHljRjlvT25KTWNWSlBSVVk1UVhkc2FEWkxZVUZJYlVKa2IyYxAB","0x311d5f0f293742f7:0xcf9bd2a112b961c0","","","","","","","","","",""
"Ci9DQUlRQUNvZENodHljRjlvT2toeldYWlhha0ZyTVc5Sk5sVm1VMVpFVUZSeFVWRRAB","0x311d5f0f293742f7:0xcf9bd2a112b961c0","","","","","","","","","",""
"Ci9DQUlRQUNvZENodHljRjlvT2pWWmNFWlZYMEp3YjA1RGVqQjRWM1UyVVcweWRHYxAB","0x311d5f0f293742f7:0xcf9bd2a112b961c0","","","","","","","","","",""
"ChZDSUhNMG9nS0VJQ0FnSUQwaVBhc1Z3EAE","0x311d5f0f293742f7:0xcf9bd2a112b961c0","","","","","","","","","",""
"ChdDSUhNMG9nS0VJQ0FnSURXdTZxYzdBRRAB","0x311d5f0f293742f7:0xcf9bd2a112b961c0","","","","","","","","","",""
"ChZDSUhNMG9nS0VJQ0FnTUNRanBuZmF3EAE","0x311d5f0f293742f7:0xcf9bd2a112b961c0","","","","","","","","","",""
"Ci9DQUlRQUNvZENodHljRjlvT2xVNFpGRTVXbG94U0c5UU9GSk1WazUwVUdORldsRRAB","0x311d5f0f293742f7:0xcf9bd2a112b961c0","","","","","","","","","",""
"ChdDSUhNMG9nS0VJQ0FnSUNlNWRuRjJnRRAB","0x311d5f0f293742f7:0xcf9bd2a112b961c0","","","","","","","","","",""
"ChdDSUhNMG9nS0VJQ0FnSURDcm9pSmx3RRAB","0x311d5f0f293742f7:0xcf9bd2a112b961c0","","","","","","","","","",""
"ChZDSUhNMG9nS0VJQ0FnSUMtX29YZkJREAE","0x311d5f0f293742f7:0xcf9bd2a112b961c0","","","","","","","","","",""
"ChZDSUhNMG9nS0VJQ0FnSUNLdjRyNEd3EAE","0x311d5f0f293742f7:0xcf9bd2a112b961c0","","","","","","","","","",""
