"review_id","place_id","food_rating","service_rating","atmosphere_rating","meal_type","price_per_person","group_size","wait_time","reservation","service_type","recommended_dishes"
"Ci9DQUlRQUNvZENodHljRjlvT2kxR2MweFhkMjVUU0haemNFdHVUR2cwZDFoWU1rRRAB","0x30e29eb391ba86c3:0x78a53785700b5b36","","","","","","","","","",""
"Ci9DQUlRQUNvZENodHljRjlvT205VGJXUnplRGc1TFdodlVIZ3pVVkpoWTNKTmNFRRAB","0x30e29eb391ba86c3:0x78a53785700b5b36","","","","","","","","","",""
"ChdDSUhNMG9nS0VJQ0FnSUNIaGVxQWpBRRAB","0x30e29eb391ba86c3:0x78a53785700b5b36","","","","","","","","","",""
"ChdDSUhNMG9nS0VJQ0FnSURNcE1XTjNnRRAB","0x30e29eb391ba86c3:0x78a53785700b5b36","","","","","","","","","",""
"ChdDSUhNMG9nS0VJQ0FnTURvd3VHbWt3RRAB","0x30e29eb391ba86c3:0x78a53785700b5b36","","","","","","","","","",""
"ChdDSUhNMG9nS0VKZmc0ZnlqM3UtY3d3RRAB","0x30e29eb391ba86c3:0x78a53785700b5b36","","","","","","","","","",""
"ChdDSUhNMG9nS0VLMk12YTc5bEtiZ2tnRRAB","0x30e29eb391ba86c3:0x78a53785700b5b36","","","","","","","","","",""
"ChdDSUhNMG9nS0VJQ0FnSUNraFBxUmtRRRAB","0x30e29eb391ba86c3:0x78a53785700b5b36","","","","","","","","","",""
"ChdDSUhNMG9nS0VJQ0FnSURJdVpxbGlRRRAB","0x30e29eb391ba86c3:0x78a53785700b5b36","","","","","","","","","",""
"ChdDSUhNMG9nS0VJQ0FnSUR2aVlpX29RRRAB","0x30e29eb391ba86c3:0x78a53785700b5b36","","","","","","","","","",""
"ChdDSUhNMG9nS0VJQ0FnSURreTc3RHhRRRAB","0x30e29eb391ba86c3:0x78a53785700b5b36","","","","","","","","","",""
"Ci9DQUlRQUNvZENodHljRjlvT21wNGVrbFdhbVJqZVVWbFVIRnNTVUZOVVd0alMzYxAB","0x30e29eb391ba86c3:0x78a53785700b5b36","","","","","","","","","",""
"ChZDSUhNMG9nS0VJQ0FnSUM1bWEtalNREAE","0x30e29eb391ba86c3:0x78a53785700b5b36","","","","","","","","","",""
"ChZDSUhNMG9nS0VJQ0FnSUNSOEl6MUhREAE","0x30e29eb391ba86c3:0x78a53785700b5b36","","","","","","","","","",""
"Ci9DQUlRQUNvZENodHljRjlvT25od1luTXpVVkZ5UzFCRFIwZzVWbVZoU0RSb1pVRRAB","0x30e29eb391ba86c3:0x78a53785700b5b36","","","","","","","","","",""
"ChZDSUhNMG9nS0VJQ0FnSURCc3AteEd3EAE","0x30e29eb391ba86c3:0x78a53785700b5b36","","","","","","","","","",""
"ChZDSUhNMG9nS0VJQ0FnSURBd3JyZE5BEAE","0x30e29eb391ba86c3:0x78a53785700b5b36","","","","","","","","","",""
"Ci9DQUlRQUNvZENodHljRjlvT21KdU1WSlFSV2RLTWtzMFpGUndSa0p0VFdVNGIyYxAB","0x30e29eb391ba86c3:0x78a53785700b5b36","","","","","","","","","",""
"ChdDSUhNMG9nS0VJQ0FnSUR2aWRpMjZnRRAB","0x30e29eb391ba86c3:0x78a53785700b5b36","","","","","","","","","",""
"ChdDSUhNMG9nS0VJQ0FnSUNqOTduY3B3RRAB","0x30e29eb391ba86c3:0x78a53785700b5b36","","","","","","","","","",""
"ChZDSUhNMG9nS0VJQ0FnSUN4N3RyaGNREAE","0x30e29eb391ba86c3:0x78a53785700b5b36","","","","","","","","","",""
"ChdDSUhNMG9nS0VJQ0FnSUNPbGR5WDl3RRAB","0x30e29eb391ba86c3:0x78a53785700b5b36","","","","","","","","","",""
"ChZDSUhNMG9nS0VJQ0FnSURnMHR2NkFnEAE","0x30e29eb391ba86c3:0x78a53785700b5b36","","","","","","","","","",""
