"review_id","place_id","food_rating","service_rating","atmosphere_rating","meal_type","price_per_person","group_size","wait_time","reservation","service_type","recommended_dishes"
"Ci9DQUlRQUNvZENodHljRjlvT2t3MVRsUm9ibUpvVURCV09IcFhSMmxmUkZGU2MyYxAB","0x311d603ca87c0453:0xf05f8e7b06a066d0","","","","","","","","","",""
"Ci9DQUlRQUNvZENodHljRjlvT2xKWGNWbFlaV3haVUROVmFqRmFRbEZHUlRaSVUyYxAB","0x311d603ca87c0453:0xf05f8e7b06a066d0","","","","","","","","","",""
"Ci9DQUlRQUNvZENodHljRjlvT2xWMVkwMVRkbTEyU2pGUWVtcFNRamRYWDNCbWJGRRAB","0x311d603ca87c0453:0xf05f8e7b06a066d0","","","","","","","","","",""
"Ci9DQUlRQUNvZENodHljRjlvT21reVpYSTRZV0poZEdwTVh6VlBTRkZEUlVOd05YYxAB","0x311d603ca87c0453:0xf05f8e7b06a066d0","","","","","","","","","",""
"Ci9DQUlRQUNvZENodHljRjlvT21zMmJWVlJkbmQ1UkVoT2NrUnFRVkF5TTA0dGVGRRAB","0x311d603ca87c0453:0xf05f8e7b06a066d0","","","","","","","","","",""
"Ci9DQUlRQUNvZENodHljRjlvT25SSU9WWmFOWEJGVXkxMmEwdFFWMmRyY1hGRFZGRRAB","0x311d603ca87c0453:0xf05f8e7b06a066d0","","","","","","","","","",""
"Ci9DQUlRQUNvZENodHljRjlvT25ab1FtVXhOMncyUjNsWlZrNDJNWGRvVVZoMmQyYxAB","0x311d603ca87c0453:0xf05f8e7b06a066d0","","","","","","","","","",""
"Ci9DQUlRQUNvZENodHljRjlvT25aM09XOXRNR2g2U2sxaVZ6WkJRVnBZWVdKcFZGRRAB","0x311d603ca87c0453:0xf05f8e7b06a066d0","","","","","","","","","",""
"Ci9DQUlRQUNvZENodHljRjlvT25kaGNHUkdNbmxEYWtKYVJFTnhXREZHTkRsM05rRRAB","0x311d603ca87c0453:0xf05f8e7b06a066d0","","","","","","","","","",""
"Ci9DQUlRQUNvZENodHljRjlvT2tnM1VXRmllVTl2UWxSMmVqY3dkbkZZYUdWYWMwRRAB","0x311d603ca87c0453:0xf05f8e7b06a066d0","","","","","","","","","",""
