"review_id","place_id","food_rating","service_rating","atmosphere_rating","meal_type","price_per_person","group_size","wait_time","reservation","service_type","recommended_dishes"
"Ci9DQUlRQUNvZENodHljRjlvT25WU1IwdHROSE42VlUxTWREaE5aV0ZsWlhKUU4zYxAB","0x30fdaa5319eea7a3:0x98f98203176b8172","","","","","","","","","",""
"Ci9DQUlRQUNvZENodHljRjlvT25vM1RrOXhWa1o1UlU1M1VHWXRiVXQzUlRGSWNFRRAB","0x30fdaa5319eea7a3:0x98f98203176b8172","","","","","","","","","",""
"Ci9DQUlRQUNvZENodHljRjlvT2psUk1ITnpRVVJKWmt0UGMxRkphV2cyYkVSSFVFRRAB","0x30fdaa5319eea7a3:0x98f98203176b8172","","","","","","","","","",""
"Ci9DQUlRQUNvZENodHljRjlvT2prMFRuTktZMlpKU0RGZlNHSXlUbE5pU2t4MFVYYxAB","0x30fdaa5319eea7a3:0x98f98203176b8172","","","","","","","","","",""
"ChZDSUhNMG9nS0VJQ0FnTURBc1BUVUNnEAE","0x30fdaa5319eea7a3:0x98f98203176b8172","","","","","","","","","",""
"Ci9DQUlRQUNvZENodHljRjlvT2toYVZuQnphMEZIT0dKSVdUVlROazk0T1VGWmFrRRAB","0x30fdaa5319eea7a3:0x98f98203176b8172","","","","","","","","","",""
"Ci9DQUlRQUNvZENodHljRjlvT2toclJDMXFjRXRWZDNkT1p6VnFRVzl6ZG5selMyYxAB","0x30fdaa5319eea7a3:0x98f98203176b8172","","","","","","","","","",""
"Ci9DQUlRQUNvZENodHljRjlvT25wMmNHVmtXREZzUlhJMWRHOXVXbUZaYkhaTUxXYxAB","0x30fdaa5319eea7a3:0x98f98203176b8172","","","","","","","","","",""
"Ci9DQUlRQUNvZENodHljRjlvT2s5WVRGRm9WVE5tT1ZreVlscE5SMnh1VDBwVFJsRRAB","0x30fdaa5319eea7a3:0x98f98203176b8172","","","","","","","","","",""
"Ci9DQUlRQUNvZENodHljRjlvT2xONlgxZHZNMmhuTlRWcGFWVXhialE1VEZWbmRYYxAB","0x30fdaa5319eea7a3:0x98f98203176b8172","","","","","","","","","",""
"Ci9DQUlRQUNvZENodHljRjlvT2t4U1VVRlpRMjFDUkRCVWRYUlpSMFJMVm5OVWNFRRAB","0x30fdaa5319eea7a3:0x98f98203176b8172","","","","","","","","","",""
"ChdDSUhNMG9nS0VJQ0FnTURJd2VYVmhRRRAB","0x30fdaa5319eea7a3:0x98f98203176b8172","","","","","","","","","",""
"Ci9DQUlRQUNvZENodHljRjlvT25SNlRYSXhhbkJwVTNaalIwRlpkVGRVWTBzNVJtYxAB","0x30fdaa5319eea7a3:0x98f98203176b8172","","","","","","","","","",""
"ChdDSUhNMG9nS0VJQ0FnTUNBb00zQzR3RRAB","0x30fdaa5319eea7a3:0x98f98203176b8172","","","","","","","","","",""
"ChZDSUhNMG9nS0VJQ0FnTUNBd29XdWZ3EAE","0x30fdaa5319eea7a3:0x98f98203176b8172","","","","","","","","","",""
"ChdDSUhNMG9nS0VNVHVvNVhncExxSWt3RRAB","0x30fdaa5319eea7a3:0x98f98203176b8172","","","","","","","","","",""
"ChdDSUhNMG9nS0VJQ0FnSUN2NmVyajF3RRAB","0x30fdaa5319eea7a3:0x98f98203176b8172","","","","","","","","","",""
"Ci9DQUlRQUNvZENodHljRjlvT2tkaVVsTk1VRWc0TlhoQldGQnNWV296WjBOWGNuYxAB","0x30fdaa5319eea7a3:0x98f98203176b8172","","","","","","","","","",""
"ChZDSUhNMG9nS0VJQ0FnTURndkxmMUVREAE","0x30fdaa5319eea7a3:0x98f98203176b8172","","","","","","","","","",""
"ChdDSUhNMG9nS0VJQ0FnSUNfdHVTUzZBRRAB","0x30fdaa5319eea7a3:0x98f98203176b8172","","","","","","","","","",""
"ChZDSUhNMG9nS0VJQ0FnSUNfelBTR1pBEAE","0x30fdaa5319eea7a3:0x98f98203176b8172","","","","","","","","","",""
