"review_id","place_id","food_rating","service_rating","atmosphere_rating","meal_type","price_per_person","group_size","wait_time","reservation","service_type","recommended_dishes"
"Ci9DQUlRQUNvZENodHljRjlvT2w5aVJEWjNWbGxZYVZNdFEyNWlkRjk1V0dGS1FtYxAB","0x30da31e40abade15:0x955b7fa7ea815b4b","","","","","","","","","",""
"Ci9DQUlRQUNvZENodHljRjlvT21aVmJsVm9kbWswV1dGdU5YaHRja2RIVXpobk5WRRAB","0x30da31e40abade15:0x955b7fa7ea815b4b","","","","","","","","","",""
"Ci9DQUlRQUNvZENodHljRjlvT2t4c1pHcFNUbVZZUW01amQzTmFVRlZwWkdZMVVGRRAB","0x30da31e40abade15:0x955b7fa7ea815b4b","","","","","","","","","",""
"ChZDSUhNMG9nS0VJQ0FnSUNYaDduLU9REAE","0x30da31e40abade15:0x955b7fa7ea815b4b","","","","","","","","","",""
"ChZDSUhNMG9nS0VJQ0FnSURuZ3FtMkN3EAE","0x30da31e40abade15:0x955b7fa7ea815b4b","","","","","","","","","",""
"Ci9DQUlRQUNvZENodHljRjlvT21oSFVISnFkbUV5TnpKRk9UZFFabVpIVlhRMFlYYxAB","0x30da31e40abade15:0x955b7fa7ea815b4b","","","","","","","","","",""
"ChdDSUhNMG9nS0VJQ0FnSURuNjhiV2dRRRAB","0x30da31e40abade15:0x955b7fa7ea815b4b","","","","","","","","","",""
"ChdDSUhNMG9nS0VJQ0FnSURuNjVIbzZnRRAB","0x30da31e40abade15:0x955b7fa7ea815b4b","","","","","","","","","",""
"Ci9DQUlRQUNvZENodHljRjlvT2xadU0xVlNjbHBuTTNkSmRrVnhWM2xHTm1vdFdXYxAB","0x30da31e40abade15:0x955b7fa7ea815b4b","","","","","","","","","",""
"Ci9DQUlRQUNvZENodHljRjlvT2pKUlpHVkNiM1pDZVZObE4yNXZjVGhLWnpsWk9YYxAB","0x30da31e40abade15:0x955b7fa7ea815b4b","","","","","","","","","",""
"Ci9DQUlRQUNvZENodHljRjlvT2poemFVNWpUM2N6WlVGU1UzSldhVGxrWTFsTllVRRAB","0x30da31e40abade15:0x955b7fa7ea815b4b","","","","","","","","","",""
