"review_id","place_id","food_rating","service_rating","atmosphere_rating","meal_type","price_per_person","group_size","wait_time","reservation","service_type","recommended_dishes"
"Ci9DQUlRQUNvZENodHljRjlvT2psNGVWZFBkMHBrV0daSlNrMWxORGMyVkRGUWNFRRAB","0x30da3b64a1dc8dc3:0xadc4d43d71e4388d","","","","","","","","","",""
"Ci9DQUlRQUNvZENodHljRjlvT2tKTWMwNUtPVWhYUVRBNU1WWmplREEyYjBOTWFGRRAB","0x30da3b64a1dc8dc3:0xadc4d43d71e4388d","","","","","","","","","",""
"Ci9DQUlRQUNvZENodHljRjlvT2xONGJYaHZWMFV0TkZGdldEQmxhRlU0WVVKNWFuYxAB","0x30da3b64a1dc8dc3:0xadc4d43d71e4388d","","","","","","","","","",""
"Ci9DQUlRQUNvZENodHljRjlvT2t0dU1sSlFNVWxqYXpkdk1FdzBRMmRuYnpSdlZtYxAB","0x30da3b64a1dc8dc3:0xadc4d43d71e4388d","","","","","","","","","",""
"Ci9DQUlRQUNvZENodHljRjlvT21wT1l6SnNMVjlhUldoM2FrZExRekJYVDJ0d2IyYxAB","0x30da3b64a1dc8dc3:0xadc4d43d71e4388d","","","","","","","","","",""
"Ci9DQUlRQUNvZENodHljRjlvT2pjMFprdHROM294WXpsWVZscHRRWFJKU1dsUGNHYxAB","0x30da3b64a1dc8dc3:0xadc4d43d71e4388d","","","","","","","","","",""
"Ci9DQUlRQUNvZENodHljRjlvT2pJdGNqVTJVbEJhTFZWRlIxWkZiamROV0ZaVVRsRRAB","0x30da3b64a1dc8dc3:0xadc4d43d71e4388d","","","","","","","","","",""
"Ci9DQUlRQUNvZENodHljRjlvT2t4ekxWWmZWbXd6U0dFeVJXaHlTMTl4TW00MWFHYxAB","0x30da3b64a1dc8dc3:0xadc4d43d71e4388d","","","","","","","","","",""
"Ci9DQUlRQUNvZENodHljRjlvT2xKNE9FWnJYMGQ1TjE5WVptbEhhalEyT1U5cWNWRRAB","0x30da3b64a1dc8dc3:0xadc4d43d71e4388d","","","","","","","","","",""
"Ci9DQUlRQUNvZENodHljRjlvT25JM1lUWjNiM0JFVlVSa01YaHRkbmxCVjNoR0xVRRAB","0x30da3b64a1dc8dc3:0xadc4d43d71e4388d","","","","","","","","","",""
"Ci9DQUlRQUNvZENodHljRjlvT2pGbFgwZHhRalpFZERWVVYxTndXa1J3YVhaMVNFRRAB","0x30da3b64a1dc8dc3:0xadc4d43d71e4388d","","","","","","","","","",""
"ChdDSUhNMG9nS0VJQ0FnSUQ3b05EeTVnRRAB","0x30da3b64a1dc8dc3:0xadc4d43d71e4388d","","","","","","","","","",""
"ChZDSUhNMG9nS0VJQ0FnSUNieDhmX0VREAE","0x30da3b64a1dc8dc3:0xadc4d43d71e4388d","","","","","","","","","",""
"ChdDSUhNMG9nS0VJQ0FnSUN6Nk1HTV9nRRAB","0x30da3b64a1dc8dc3:0xadc4d43d71e4388d","","","","","","","","","",""
"ChZDSUhNMG9nS0VJQ0FnSURUdTVyVkNBEAE","0x30da3b64a1dc8dc3:0xadc4d43d71e4388d","","","","","","","","","",""
"ChdDSUhNMG9nS0VJQ0FnSURqbDQ2RW5RRRAB","0x30da3b64a1dc8dc3:0xadc4d43d71e4388d","","","","","","","","","",""
"ChZDSUhNMG9nS0VJQ0FnSUMxMmRmbWRnEAE","0x30da3b64a1dc8dc3:0xadc4d43d71e4388d","","","","","","","","","",""
"ChdDSUhNMG9nS0VJQ0FnSURWektHUTFBRRAB","0x30da3b64a1dc8dc3:0xadc4d43d71e4388d","","","","","","","","","",""
"ChdDSUhNMG9nS0VJQ0FnSUNsc3J1YTZBRRAB","0x30da3b64a1dc8dc3:0xadc4d43d71e4388d","","","","","","","","","",""
"ChZDSUhNMG9nS0VJQ0FnSUNaa3QzTFNnEAE","0x30da3b64a1dc8dc3:0xadc4d43d71e4388d","","","","","","","","","",""
"ChdDSUhNMG9nS0VJQ0FnSUNaeE0tVXpRRRAB","0x30da3b64a1dc8dc3:0xadc4d43d71e4388d","","","","","","","","","",""
"ChZDSUhNMG9nS0VJQ0FnSURwanR6dFVBEAE","0x30da3b64a1dc8dc3:0xadc4d43d71e4388d","","","","","","","","","",""
"ChZDSUhNMG9nS0VJQ0FnSURKc002eVlREAE","0x30da3b64a1dc8dc3:0xadc4d43d71e4388d","","","","","","","","","",""
"ChdDSUhNMG9nS0VJQ0FnSURKc0xhcmpnRRAB","0x30da3b64a1dc8dc3:0xadc4d43d71e4388d","","","","","","","","","",""
"ChdDSUhNMG9nS0VJQ0FnSURKc0piSjBBRRAB","0x30da3b64a1dc8dc3:0xadc4d43d71e4388d","","","","","","","","","",""
"ChdDSUhNMG9nS0VJQ0FnSUR4NTY2VzBBRRAB","0x30da3b64a1dc8dc3:0xadc4d43d71e4388d","","","","","","","","","",""
"ChdDSUhNMG9nS0VJQ0FnSUR4bEtIWWx3RRAB","0x30da3b64a1dc8dc3:0xadc4d43d71e4388d","","","","","","","","","",""
"ChZDSUhNMG9nS0VJQ0FnSUN4NzVlaVdREAE","0x30da3b64a1dc8dc3:0xadc4d43d71e4388d","","","","","","","","","",""
"ChdDSUhNMG9nS0VJQ0FnSUN4cTRmN2dnRRAB","0x30da3b64a1dc8dc3:0xadc4d43d71e4388d","","","","","","","","","",""
