"review_id","place_id","food_rating","service_rating","atmosphere_rating","meal_type","price_per_person","group_size","wait_time","reservation","service_type","recommended_dishes"
"ChZDSUhNMG9nS0VJQ0FnSUNYdGFPLUdBEAE","0x30da3bc004018c53:0x98da950bcefb4135","","","","","","","","","",""
"ChZDSUhNMG9nS0VJQ0FnSURId015WGNREAE","0x30da3bc004018c53:0x98da950bcefb4135","","","","","","","","","",""
"ChdDSUhNMG9nS0VJQ0FnSUNfNl9YeHJRRRAB","0x30da3bc004018c53:0x98da950bcefb4135","","","","","","","","","",""
"Ci9DQUlRQUNvZENodHljRjlvT2tobmVsWlRlVkprU0ROUlFUZGhjVUpYVDAxSlIxRRAB","0x30da3bc004018c53:0x98da950bcefb4135","","","","","","","","","",""
"ChZDSUhNMG9nS0VJQ0FnSURIaWR2a2FREAE","0x30da3bc004018c53:0x98da950bcefb4135","","","","","","","","","",""
"ChdDSUhNMG9nS0VJQ0FnSUNwbDllOC1BRRAB","0x30da3bc004018c53:0x98da950bcefb4135","","","","","","","","","",""
"ChdDSUhNMG9nS0VJQ0FnSUQtcnB5WXhRRRAB","0x30da3bc004018c53:0x98da950bcefb4135","","","","","","","","","",""
"ChdDSUhNMG9nS0VJQ0FnSUNXMDhqbzVnRRAB","0x30da3bc004018c53:0x98da950bcefb4135","","","","","","","","","",""
"ChdDSUhNMG9nS0VJQ0FnSUM4blpmejFBRRAB","0x30da3bc004018c53:0x98da950bcefb4135","","","","","","","","","",""
"ChZDSUhNMG9nS0VJQ0FnSURjam9MU0JnEAE","0x30da3bc004018c53:0x98da950bcefb4135","","","","","","","","","",""
"ChZDSUhNMG9nS0VJQ0FnSUQwMmNMY0dREAE","0x30da3bc004018c53:0x98da950bcefb4135","","","","","","","","","",""
"ChZDSUhNMG9nS0VJQ0FnSUNJNmZ6Q2VREAE","0x30da3bc004018c53:0x98da950bcefb4135","","","","","","","","","",""
